,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10,Cluster
54,Country: Finland,Year: 1995,Num of Systems: 7,RMax: 5,RPeak: 6,Total Cores: 7,GDPpC: 4,HDI: 6,Q1: 6,Q2: 7,Q3: 8,Q4: 8,Top10: 6,cluster_2
55,Country: Norway,Year: 1995,Num of Systems: 6,RMax: 7,RPeak: 6,Total Cores: 4,GDPpC: 1,HDI: 1,Q1: 8,Q2: 8,Q3: 8,Q4: 10,Top10: 8,cluster_2
56,Country: Australia,Year: 1995,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 7,HDI: 1,Q1: 3,Q2: 2,Q3: 3,Q4: 4,Top10: 3,cluster_2
57,Country: Poland,Year: 1995,Num of Systems: 5,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 10,HDI: 9,Q1: 7,Q2: 5,Q3: 5,Q4: 4,Top10: 7,cluster_2
58,Country: Austria,Year: 1995,Num of Systems: 5,RMax: 6,RPeak: 4,Total Cores: 4,GDPpC: 2,HDI: 5,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 7,cluster_2
59,Country: Hong Kong,Year: 1995,Num of Systems: 4,RMax: 4,RPeak: 5,Total Cores: 3,GDPpC: 5,HDI: 6,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 9,cluster_2
60,Country: Singapore,Year: 1995,Num of Systems: 8,RMax: 7,RPeak: 8,Total Cores: 8,GDPpC: 5,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
61,Country: Belgium,Year: 1995,Num of Systems: 7,RMax: 8,RPeak: 9,Total Cores: 9,GDPpC: 3,HDI: 3,Q1: 5,Q2: 5,Q3: 5,Q4: 5,Top10: 4,cluster_2
62,Country: Taiwan,Year: 1995,Num of Systems: 7,RMax: 6,RPeak: 7,Total Cores: 7,,,Q1: 6,Q2: 6,Q3: 6,Q4: 7,Top10: 6,cluster_2
63,Country: Mexico,Year: 1995,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 10,cluster_2
64,Country: Slovenia,Year: 1995,Num of Systems: 10,RMax: 9,RPeak: 7,Total Cores: 6,GDPpC: 9,HDI: 7,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
65,Country: Spain,Year: 1995,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 7,HDI: 6,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3,cluster_2
66,Country: China,Year: 1995,Num of Systems: 9,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 10,HDI: 10,Q1: 4,Q2: 4,Q3: 2,Q4: 1,Top10: 5,cluster_2
67,Country: Greece,Year: 1995,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 9,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9,cluster_2
68,Country: Brazil,Year: 1995,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 9,HDI: 10,Q1: 8,Q2: 8,Q3: 6,Q4: 6,Top10: 8,cluster_2
69,Country: United Kingdom,Year: 1996,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 5,HDI: 3,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
70,Country: France,Year: 1996,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
71,Country: Netherlands,Year: 1996,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 3,HDI: 1,Q1: 2,Q2: 3,Q3: 4,Q4: 3,Top10: 2,cluster_2
72,Country: Switzerland,Year: 1996,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 1,HDI: 3,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4,cluster_2
73,Country: Italy,Year: 1996,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 2,GDPpC: 6,HDI: 7,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2,cluster_2
74,Country: Australia,Year: 1996,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 6,HDI: 1,Q1: 3,Q2: 2,Q3: 3,Q4: 3,Top10: 3,cluster_2
75,Country: Spain,Year: 1996,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 3,GDPpC: 8,HDI: 7,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3,cluster_2
76,Country: Canada,Year: 1996,Num of Systems: 4,RMax: 2,RPeak: 2,Total Cores: 6,GDPpC: 6,HDI: 2,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1,cluster_2
77,Country: Austria,Year: 1996,Num of Systems: 3,RMax: 6,RPeak: 5,Total Cores: 3,GDPpC: 3,HDI: 6,Q1: 7,Q2: 7,Q3: 6,Q4: 6,Top10: 7,cluster_2
78,Country: South Korea,Year: 1996,Num of Systems: 5,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 6,Q2: 6,Q3: 5,Q4: 5,Top10: 6,cluster_2
79,Country: Denmark,Year: 1996,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 2,HDI: 4,Q1: 5,Q2: 6,Q3: 7,Q4: 7,Top10: 5,cluster_2
80,Country: Sweden,Year: 1996,Num of Systems: 5,RMax: 4,RPeak: 4,Total Cores: 3,GDPpC: 2,HDI: 2,Q1: 3,Q2: 4,Q3: 5,Q4: 5,Top10: 3,cluster_2
81,Country: Finland,Year: 1996,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 4,HDI: 5,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6,cluster_2
82,Country: Taiwan,Year: 1996,Num of Systems: 10,RMax: 6,RPeak: 6,Total Cores: 5,,,Q1: 5,Q2: 5,Q3: 5,Q4: 5,Top10: 5,cluster_2
83,Country: Israel,Year: 1996,Num of Systems: 10,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 7,HDI: 5,Q1: 5,Q2: 5,Q3: 6,Q4: 6,Top10: 5,cluster_2
84,Country: Norway,Year: 1996,Num of Systems: 10,RMax: 5,RPeak: 5,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 7,cluster_2
85,Country: Saudi Arabia,Year: 1996,Num of Systems: 9,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 9,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
86,Country: China,Year: 1996,Num of Systems: 9,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 4,Q2: 3,Q3: 1,Q4: 1,Top10: 4,cluster_2
87,Country: Hong Kong,Year: 1996,Num of Systems: 9,RMax: 7,RPeak: 8,Total Cores: 8,GDPpC: 5,HDI: 6,Q1: 8,Q2: 9,Q3: 9,Q4: 8,Top10: 8,cluster_2
88,Country: Slovenia,Year: 1996,Num of Systems: 8,RMax: 8,RPeak: 7,Total Cores: 6,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10,cluster_2
89,Country: Singapore,Year: 1996,Num of Systems: 8,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 4,HDI: 8,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9,cluster_2
90,Country: South Africa,Year: 1996,Num of Systems: 7,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 9,Q2: 8,Q3: 8,Q4: 9,Top10: 9,cluster_2
91,Country: Poland,Year: 1996,Num of Systems: 7,RMax: 9,RPeak: 9,Total Cores: 8,GDPpC: 9,HDI: 9,Q1: 7,Q2: 5,Q3: 3,Q4: 4,Top10: 7,cluster_2
92,Country: New Zealand,Year: 1996,Num of Systems: 7,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 7,HDI: 3,Q1: 8,Q2: 8,Q3: 8,Q4: 9,Top10: 8,cluster_2
93,Country: Egypt,Year: 1996,Num of Systems: 6,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 10,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 9,cluster_2
94,Country: Luxembourg,Year: 1996,Num of Systems: 6,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 1,HDI: 6,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
95,Country: Germany,Year: 1997,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
96,Country: United Kingdom,Year: 1997,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1,cluster_2
97,Country: France,Year: 1997,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 6,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2,cluster_2
98,Country: South Korea,Year: 1997,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 8,HDI: 8,Q1: 7,Q2: 7,Q3: 5,Q4: 6,Top10: 8,cluster_2
99,Country: Netherlands,Year: 1997,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 4,HDI: 2,Q1: 3,Q2: 4,Q3: 5,Q4: 4,Top10: 3,cluster_2
100,Country: Sweden,Year: 1997,Num of Systems: 3,RMax: 2,RPeak: 2,Total Cores: 3,GDPpC: 3,HDI: 2,Q1: 5,Q2: 5,Q3: 7,Q4: 6,Top10: 5,cluster_2
101,Country: Switzerland,Year: 1997,Num of Systems: 4,RMax: 4,RPeak: 5,Total Cores: 2,GDPpC: 1,HDI: 3,Q1: 5,Q2: 6,Q3: 6,Q4: 5,Top10: 5,cluster_2
102,Country: Spain,Year: 1997,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4,cluster_2
103,Country: Italy,Year: 1997,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 6,HDI: 7,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3,cluster_2
104,Country: Norway,Year: 1997,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 2,HDI: 1,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9,cluster_2
105,Country: Canada,Year: 1997,Num of Systems: 5,RMax: 3,RPeak: 3,Total Cores: 6,GDPpC: 7,HDI: 3,Q1: 2,Q2: 2,Q3: 3,Q4: 3,Top10: 2,cluster_2
106,Country: Australia,Year: 1997,Num of Systems: 8,RMax: 7,RPeak: 7,Total Cores: 9,GDPpC: 6,HDI: 1,Q1: 4,Q2: 3,Q3: 4,Q4: 5,Top10: 4,cluster_2
107,Country: Brazil,Year: 1997,Num of Systems: 7,RMax: 8,RPeak: 7,Total Cores: 8,GDPpC: 9,HDI: 10,Q1: 9,Q2: 7,Q3: 6,Q4: 7,Top10: 9,cluster_2
108,Country: Israel,Year: 1997,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 7,GDPpC: 7,HDI: 6,Q1: 6,Q2: 6,Q3: 8,Q4: 8,Top10: 6,cluster_2
109,Country: Mexico,Year: 1997,Num of Systems: 6,RMax: 9,RPeak: 9,Total Cores: 8,GDPpC: 9,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 8,Top10: 10,cluster_2
110,Country: Finland,Year: 1997,Num of Systems: 10,RMax: 5,RPeak: 4,Total Cores: 4,GDPpC: 5,HDI: 7,Q1: 8,Q2: 9,Q3: 9,Q4: 9,Top10: 8,cluster_2
111,Country: Denmark,Year: 1997,Num of Systems: 10,RMax: 7,RPeak: 8,Total Cores: 10,GDPpC: 2,HDI: 5,Q1: 8,Q2: 8,Q3: 8,Q4: 9,Top10: 7,cluster_2
112,Country: Russian Federation,Year: 1997,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 10,HDI: 9,Q1: 6,Q2: 5,Q3: 2,Q4: 1,Top10: 6,cluster_2
113,Country: Taiwan,Year: 1997,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 7,,,Q1: 7,Q2: 8,Q3: 7,Q4: 7,Top10: 7,cluster_2
114,Country: Liechtenstein,Year: 1997,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 1,,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
115,Country: South Africa,Year: 1997,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
116,Country: United Kingdom,Year: 1998,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 5,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1,cluster_2
117,Country: France,Year: 1998,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 6,HDI: 7,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
118,Country: Canada,Year: 1998,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 8,HDI: 4,Q1: 2,Q2: 2,Q3: 2,Q4: 3,Top10: 2,cluster_2
119,Country: Switzerland,Year: 1998,Num of Systems: 3,RMax: 3,RPeak: 5,Total Cores: 3,GDPpC: 1,HDI: 2,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 5,cluster_2
120,Country: Sweden,Year: 1998,Num of Systems: 3,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 2,HDI: 2,Q1: 5,Q2: 5,Q3: 6,Q4: 5,Top10: 5,cluster_2
121,Country: South Korea,Year: 1998,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 9,HDI: 9,Q1: 7,Q2: 6,Q3: 5,Q4: 6,Top10: 8,cluster_2
122,Country: Spain,Year: 1998,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 9,HDI: 9,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 4,cluster_2
123,Country: Netherlands,Year: 1998,Num of Systems: 5,RMax: 5,RPeak: 3,Total Cores: 4,GDPpC: 4,HDI: 3,Q1: 3,Q2: 4,Q3: 5,Q4: 4,Top10: 3,cluster_2
124,Country: Australia,Year: 1998,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 8,GDPpC: 7,HDI: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 5,Top10: 3,cluster_2
125,Country: Norway,Year: 1998,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9,cluster_2
126,Country: Denmark,Year: 1998,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 2,HDI: 6,Q1: 8,Q2: 8,Q3: 8,Q4: 10,Top10: 7,cluster_2
127,Country: Mexico,Year: 1998,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 8,Top10: 10,cluster_2
128,Country: Finland,Year: 1998,Num of Systems: 10,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 4,HDI: 6,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9,cluster_2
