,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10
631,Country: Japan,Year: 2015,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 6,HDI: 5,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
632,Country: Switzerland,Year: 2015,Num of Systems: 5,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 5
633,Country: Germany,Year: 2015,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
634,Country: Saudi Arabia,Year: 2015,Num of Systems: 5,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 7,HDI: 8,Q1: 8,Q2: 7,Q3: 7,Q4: 8,Top10: 8
635,Country: Italy,Year: 2015,Num of Systems: 6,RMax: 4,RPeak: 4,Total Cores: 3,GDPpC: 6,HDI: 7,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
636,Country: South Korea,Year: 2015,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 6,HDI: 6,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
637,Country: France,Year: 2015,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 6,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
638,Country: Russian Federation,Year: 2015,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 7,Q2: 6,Q3: 3,Q4: 2,Top10: 8
639,Country: Poland,Year: 2015,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 8,HDI: 7,Q1: 6,Q2: 5,Q3: 5,Q4: 5,Top10: 7
640,Country: United Kingdom,Year: 2015,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 3,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
641,Country: Czech Republic,Year: 2015,Num of Systems: 10,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 7,HDI: 7,Q1: 9,Q2: 8,Q3: 6,Q4: 6,Top10: 9
642,Country: Sweden,Year: 2015,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 2,HDI: 2,Q1: 6,Q2: 6,Q3: 7,Q4: 7,Top10: 5
643,Country: Finland,Year: 2015,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 4,HDI: 4,Q1: 7,Q2: 9,Q3: 8,Q4: 9,Top10: 7
644,Country: Australia,Year: 2015,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 1,HDI: 1,Q1: 3,Q2: 4,Q3: 5,Q4: 5,Top10: 3
645,Country: Netherlands,Year: 2015,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 3,HDI: 3,Q1: 5,Q2: 5,Q3: 6,Q4: 6,Top10: 4
646,Country: Spain,Year: 2015,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 7,HDI: 6,Q1: 4,Q2: 4,Q3: 4,Q4: 3,Top10: 4
647,Country: India,Year: 2015,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 10,HDI: 10,Q1: 4,Q2: 2,Q3: 1,Q4: 1,Top10: 5
648,Country: Canada,Year: 2015,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 4,HDI: 3,Q1: 2,Q2: 3,Q3: 5,Q4: 5,Top10: 2
649,Country: Austria,Year: 2015,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 3,HDI: 5,Q1: 7,Q2: 7,Q3: 8,Q4: 7,Top10: 6
650,Country: New Zealand,Year: 2015,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 5,HDI: 5,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9
651,Country: Brazil,Year: 2015,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 9,HDI: 10,Q1: 5,Q2: 5,Q3: 3,Q4: 4,Top10: 6
652,Country: Denmark,Year: 2015,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 2,HDI: 3,Q1: 6,Q2: 7,Q3: 8,Q4: 8,Top10: 6
653,Country: Norway,Year: 2015,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 1,HDI: 1,Q1: 8,Q2: 8,Q3: 9,Q4: 8,Top10: 8
654,Country: Mexico,Year: 2015,Num of Systems: 9,RMax: 9,RPeak: 10,Total Cores: 10,GDPpC: 9,HDI: 9,Q1: 9,Q2: 8,Q3: 7,Q4: 7,Top10: 9
655,Country: Bulgaria,Year: 2015,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 10,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
656,Country: Hungary,Year: 2015,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 9,Q4: 9,Top10: 10
657,Country: Hong Kong,Year: 2015,Num of Systems: 8,RMax: 10,RPeak: 9,Total Cores: 8,GDPpC: 4,HDI: 2,Q1: 8,Q2: 9,Q3: 10,Q4: 10,Top10: 7
658,Country: Croatia,Year: 2015,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
659,Country: China,Year: 2016,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
660,Country: United States,Year: 2016,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
661,Country: Japan,Year: 2016,Num of Systems: 2,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 6,HDI: 6,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
662,Country: Switzerland,Year: 2016,Num of Systems: 5,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 1,HDI: 1,Q1: 5,Q2: 7,Q3: 6,Q4: 7,Top10: 5
663,Country: United Kingdom,Year: 2016,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
664,Country: Italy,Year: 2016,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 7,HDI: 8,Q1: 3,Q2: 3,Q3: 3,Q4: 4,Top10: 3
665,Country: Germany,Year: 2016,Num of Systems: 1,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
666,Country: Saudi Arabia,Year: 2016,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 8,HDI: 9,Q1: 9,Q2: 8,Q3: 7,Q4: 8,Top10: 9
667,Country: France,Year: 2016,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 7,HDI: 7,Q1: 2,Q2: 3,Q3: 4,Q4: 3,Top10: 2
668,Country: South Korea,Year: 2016,Num of Systems: 5,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 7,HDI: 7,Q1: 4,Q2: 4,Q3: 4,Q4: 5,Top10: 4
669,Country: Russian Federation,Year: 2016,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 8,Q2: 6,Q3: 3,Q4: 2,Top10: 9
670,Country: Poland,Year: 2016,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 9,HDI: 8,Q1: 7,Q2: 6,Q3: 6,Q4: 4,Top10: 7
671,Country: Czech Republic,Year: 2016,Num of Systems: 10,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 8,HDI: 8,Q1: 10,Q2: 8,Q3: 7,Q4: 6,Top10: 10
672,Country: Sweden,Year: 2016,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 3,HDI: 2,Q1: 6,Q2: 6,Q3: 7,Q4: 8,Top10: 6
673,Country: Finland,Year: 2016,Num of Systems: 8,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 4,HDI: 5,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 8
674,Country: Australia,Year: 2016,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 3,HDI: 1,Q1: 3,Q2: 4,Q3: 5,Q4: 6,Top10: 3
675,Country: Netherlands,Year: 2016,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 3,HDI: 3,Q1: 5,Q2: 5,Q3: 6,Q4: 6,Top10: 4
676,Country: Singapore,Year: 2016,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 2,HDI: 3,Q1: 8,Q2: 10,Q3: 10,Q4: 10,Top10: 7
677,Country: Spain,Year: 2016,Num of Systems: 10,RMax: 8,RPeak: 9,Total Cores: 8,GDPpC: 8,HDI: 7,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
678,Country: India,Year: 2016,Num of Systems: 3,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 10,HDI: 10,Q1: 4,Q2: 2,Q3: 1,Q4: 1,Top10: 5
679,Country: South Africa,Year: 2016,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 9,Q2: 8,Q3: 8,Q4: 8,Top10: 9
680,Country: Canada,Year: 2016,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 7,GDPpC: 4,HDI: 4,Q1: 2,Q2: 3,Q3: 5,Q4: 5,Top10: 2
681,Country: Austria,Year: 2016,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 4,HDI: 6,Q1: 7,Q2: 9,Q3: 8,Q4: 7,Top10: 8
682,Country: New Zealand,Year: 2016,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 8,GDPpC: 6,HDI: 6,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
683,Country: Belgium,Year: 2016,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 5,HDI: 5,Q1: 6,Q2: 7,Q3: 8,Q4: 7,Top10: 6
684,Country: Denmark,Year: 2016,Num of Systems: 7,RMax: 9,RPeak: 8,Total Cores: 9,GDPpC: 2,HDI: 3,Q1: 7,Q2: 7,Q3: 9,Q4: 9,Top10: 7
685,Country: Brazil,Year: 2016,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 9,HDI: 9,Q1: 6,Q2: 5,Q3: 3,Q4: 3,Top10: 6
686,Country: Norway,Year: 2016,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 1,HDI: 1,Q1: 8,Q2: 9,Q3: 9,Q4: 9,Top10: 8
687,Country: Ireland,Year: 2016,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 1,HDI: 2,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
688,Country: China,Year: 2017,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
689,Country: Switzerland,Year: 2017,Num of Systems: 7,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 5
690,Country: Japan,Year: 2017,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 6,HDI: 6,Q1: 3,Q2: 2,Q3: 3,Q4: 2,Top10: 3
