,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10
220,Country: Belgium,Year: 2001,Num of Systems: 8,RMax: 7,RPeak: 7,Total Cores: 9,GDPpC: 5,HDI: 3,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 5
221,Country: Norway,Year: 2001,Num of Systems: 7,RMax: 8,RPeak: 9,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 8,Q2: 9,Q3: 8,Q4: 9,Top10: 8
222,Country: Luxembourg,Year: 2001,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 7,GDPpC: 1,HDI: 5,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
223,Country: Spain,Year: 2001,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 7,HDI: 7,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 4
224,Country: Switzerland,Year: 2001,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 7,GDPpC: 1,HDI: 2,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 4
225,Country: Denmark,Year: 2001,Num of Systems: 6,RMax: 9,RPeak: 8,Total Cores: 8,GDPpC: 2,HDI: 3,Q1: 7,Q2: 7,Q3: 7,Q4: 8,Top10: 6
226,Country: Mexico,Year: 2001,Num of Systems: 6,RMax: 9,RPeak: 9,Total Cores: 7,GDPpC: 9,HDI: 9,Q1: 9,Q2: 8,Q3: 7,Q4: 7,Top10: 9
227,Country: New Zealand,Year: 2001,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 4,Q1: 8,Q2: 8,Q3: 9,Q4: 9,Top10: 8
228,Country: Austria,Year: 2001,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 4,HDI: 6,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 7
229,Country: Russian Federation,Year: 2001,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 6,Q2: 5,Q3: 3,Q4: 1,Top10: 6
230,Country: Venezuela,Year: 2001,Num of Systems: 5,RMax: 7,RPeak: 7,Total Cores: 9,GDPpC: 9,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
231,Country: Puerto Rico,Year: 2001,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 7,,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
232,Country: Singapore,Year: 2001,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 6,HDI: 8,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 9
233,Country: Japan,Year: 2002,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 5,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 2
234,Country: United States,Year: 2002,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 1,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
235,Country: France,Year: 2002,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 5,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
236,Country: United Kingdom,Year: 2002,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 2,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
237,Country: Germany,Year: 2002,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 1
238,Country: Italy,Year: 2002,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 3,GDPpC: 6,HDI: 6,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
239,Country: Finland,Year: 2002,Num of Systems: 5,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 3,HDI: 4,Q1: 7,Q2: 7,Q3: 8,Q4: 7,Top10: 7
240,Country: China,Year: 2002,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 3,Q2: 2,Q3: 1,Q4: 2,Top10: 4
241,Country: Sweden,Year: 2002,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 2,HDI: 1,Q1: 4,Q2: 5,Q3: 6,Q4: 6,Top10: 4
242,Country: Australia,Year: 2002,Num of Systems: 7,RMax: 4,RPeak: 5,Total Cores: 7,GDPpC: 6,HDI: 1,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 4
243,Country: Switzerland,Year: 2002,Num of Systems: 10,RMax: 8,RPeak: 7,Total Cores: 9,GDPpC: 1,HDI: 2,Q1: 5,Q2: 6,Q3: 6,Q4: 5,Top10: 5
244,Country: Russian Federation,Year: 2002,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 6,GDPpC: 9,HDI: 8,Q1: 6,Q2: 5,Q3: 3,Q4: 1,Top10: 6
245,Country: South Korea,Year: 2002,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 5,GDPpC: 8,HDI: 7,Q1: 5,Q2: 4,Q3: 4,Q4: 4,Top10: 5
246,Country: Taiwan,Year: 2002,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 7,,,Q1: 6,Q2: 6,Q3: 5,Q4: 6,Top10: 6
247,Country: Singapore,Year: 2002,Num of Systems: 9,RMax: 7,RPeak: 6,Total Cores: 8,GDPpC: 6,HDI: 7,Q1: 8,Q2: 9,Q3: 9,Q4: 8,Top10: 8
248,Country: Saudi Arabia,Year: 2002,Num of Systems: 7,RMax: 5,RPeak: 4,Total Cores: 3,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
249,Country: Norway,Year: 2002,Num of Systems: 6,RMax: 6,RPeak: 7,Total Cores: 5,GDPpC: 1,HDI: 1,Q1: 8,Q2: 9,Q3: 7,Q4: 9,Top10: 8
250,Country: Hong Kong,Year: 2002,Num of Systems: 8,RMax: 7,RPeak: 8,Total Cores: 6,GDPpC: 4,HDI: 6,Q1: 7,Q2: 7,Q3: 8,Q4: 8,Top10: 7
251,Country: Netherlands,Year: 2002,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 2,GDPpC: 3,HDI: 3,Q1: 4,Q2: 4,Q3: 5,Q4: 5,Top10: 3
252,Country: Portugal,Year: 2002,Num of Systems: 10,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 7,HDI: 8,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 9
253,Country: Egypt,Year: 2002,Num of Systems: 6,RMax: 7,RPeak: 5,Total Cores: 3,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
254,Country: Canada,Year: 2002,Num of Systems: 4,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 5,HDI: 4,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
255,Country: Mexico,Year: 2002,Num of Systems: 3,RMax: 5,RPeak: 5,Total Cores: 4,GDPpC: 8,HDI: 9,Q1: 8,Q2: 8,Q3: 7,Q4: 7,Top10: 9
256,Country: Thailand,Year: 2002,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 10,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
257,Country: Belgium,Year: 2002,Num of Systems: 5,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 4,HDI: 3,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 5
258,Country: New Zealand,Year: 2002,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 7,HDI: 3,Q1: 9,Q2: 8,Q3: 9,Q4: 10,Top10: 8
259,Country: Spain,Year: 2002,Num of Systems: 8,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 7,HDI: 7,Q1: 4,Q2: 3,Q3: 4,Q4: 4,Top10: 3
260,Country: Austria,Year: 2002,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 3,HDI: 6,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 7
261,Country: Brazil,Year: 2002,Num of Systems: 5,RMax: 9,RPeak: 9,Total Cores: 8,GDPpC: 9,HDI: 9,Q1: 6,Q2: 5,Q3: 5,Q4: 5,Top10: 6
262,Country: South Africa,Year: 2002,Num of Systems: 8,RMax: 9,RPeak: 10,Total Cores: 9,GDPpC: 9,HDI: 10,Q1: 9,Q2: 8,Q3: 8,Q4: 9,Top10: 9
263,Country: Japan,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 5,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
264,Country: United States,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
265,Country: China,Year: 2003,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 10,HDI: 10,Q1: 2,Q2: 2,Q3: 1,Q4: 1,Top10: 3
266,Country: France,Year: 2003,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 4,HDI: 5,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
267,Country: United Kingdom,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1
268,Country: South Korea,Year: 2003,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 7,HDI: 6,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 4
269,Country: Canada,Year: 2003,Num of Systems: 3,RMax: 3,RPeak: 2,Total Cores: 3,GDPpC: 5,HDI: 3,Q1: 2,Q2: 2,Q3: 3,Q4: 3,Top10: 2
270,Country: Germany,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
271,Country: Netherlands,Year: 2003,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 2,HDI: 3,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 2
272,Country: New Zealand,Year: 2003,Num of Systems: 5,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 6,HDI: 2,Q1: 8,Q2: 8,Q3: 9,Q4: 9,Top10: 8
273,Country: Italy,Year: 2003,Num of Systems: 2,RMax: 2,RPeak: 3,Total Cores: 2,GDPpC: 5,HDI: 6,Q1: 2,Q2: 2,Q3: 2,Q4: 3,Top10: 2
274,Country: Mexico,Year: 2003,Num of Systems: 5,RMax: 4,RPeak: 3,Total Cores: 3,GDPpC: 8,HDI: 9,Q1: 8,Q2: 7,Q3: 6,Q4: 6,Top10: 8
275,Country: Finland,Year: 2003,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 3,HDI: 4,Q1: 6,Q2: 6,Q3: 8,Q4: 7,Top10: 6
276,Country: Israel,Year: 2003,Num of Systems: 10,RMax: 7,RPeak: 6,Total Cores: 7,GDPpC: 6,HDI: 4,Q1: 5,Q2: 6,Q3: 6,Q4: 7,Top10: 5
277,Country: Sweden,Year: 2003,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 4,GDPpC: 2,HDI: 1,Q1: 3,Q2: 4,Q3: 5,Q4: 5,Top10: 4
278,Country: India,Year: 2003,Num of Systems: 8,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 4,Q2: 3,Q3: 3,Q4: 2,Top10: 4
279,Country: Australia,Year: 2003,Num of Systems: 4,RMax: 3,RPeak: 4,Total Cores: 4,GDPpC: 6,HDI: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
280,Country: Saudi Arabia,Year: 2003,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 8,HDI: 8,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9
281,Country: Switzerland,Year: 2003,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 4,Q2: 5,Q3: 5,Q4: 5,Top10: 3
282,Country: Malaysia,Year: 2003,Num of Systems: 6,RMax: 6,RPeak: 4,Total Cores: 5,GDPpC: 9,HDI: 9,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9
283,Country: Taiwan,Year: 2003,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 4,,,Q1: 5,Q2: 5,Q3: 5,Q4: 6,Top10: 5
284,Country: Singapore,Year: 2003,Num of Systems: 4,RMax: 5,RPeak: 6,Total Cores: 7,GDPpC: 5,HDI: 6,Q1: 7,Q2: 8,Q3: 8,Q4: 7,Top10: 7
285,Country: Oman,Year: 2003,Num of Systems: 10,RMax: 8,RPeak: 7,Total Cores: 8,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
286,Country: Russian Federation,Year: 2003,Num of Systems: 8,RMax: 7,RPeak: 8,Total Cores: 5,GDPpC: 9,HDI: 8,Q1: 6,Q2: 4,Q3: 2,Q4: 2,Top10: 6
287,Country: Spain,Year: 2003,Num of Systems: 3,RMax: 4,RPeak: 5,Total Cores: 5,GDPpC: 6,HDI: 7,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
288,Country: Poland,Year: 2003,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 8,HDI: 7,Q1: 6,Q2: 5,Q3: 4,Q4: 4,Top10: 7
289,Country: Indonesia,Year: 2003,Num of Systems: 10,RMax: 9,RPeak: 8,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
290,Country: Hong Kong,Year: 2003,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 5,HDI: 5,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 7
291,Country: Brazil,Year: 2003,Num of Systems: 6,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 9,HDI: 9,Q1: 5,Q2: 4,Q3: 4,Q4: 4,Top10: 5
292,Country: Norway,Year: 2003,Num of Systems: 5,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 7,Q2: 8,Q3: 7,Q4: 8,Top10: 7
293,Country: Austria,Year: 2003,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 3,HDI: 6,Q1: 7,Q2: 6,Q3: 7,Q4: 6,Top10: 6
294,Country: Denmark,Year: 2003,Num of Systems: 7,RMax: 8,RPeak: 9,Total Cores: 8,GDPpC: 2,HDI: 2,Q1: 6,Q2: 7,Q3: 7,Q4: 8,Top10: 6
295,Country: South Africa,Year: 2003,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 9,HDI: 10,Q1: 9,Q2: 8,Q3: 8,Q4: 8,Top10: 9
296,Country: Belgium,Year: 2003,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 4,HDI: 3,Q1: 4,Q2: 6,Q3: 6,Q4: 5,Top10: 4
297,Country: Belarus,Year: 2003,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
298,Country: Czech Republic,Year: 2003,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 7,HDI: 7,Q1: 8,Q2: 7,Q3: 6,Q4: 6,Top10: 9
299,Country: Luxembourg,Year: 2003,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 1,HDI: 5,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
300,Country: Portugal,Year: 2003,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 9,GDPpC: 7,HDI: 8,Q1: 8,Q2: 9,Q3: 8,Q4: 8,Top10: 8
301,Country: Ireland,Year: 2003,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 9,GDPpC: 1,HDI: 3,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 8
302,Country: United States,Year: 2004,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 1,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
303,Country: Japan,Year: 2004,Num of Systems: 2,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 4,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 2
304,Country: Spain,Year: 2004,Num of Systems: 7,RMax: 2,RPeak: 3,Total Cores: 4,GDPpC: 6,HDI: 6,Q1: 4,Q2: 4,Q3: 3,Q4: 4,Top10: 4
305,Country: United Kingdom,Year: 2004,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
306,Country: China,Year: 2004,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 10,HDI: 9,Q1: 3,Q2: 2,Q3: 1,Q4: 1,Top10: 3
307,Country: Germany,Year: 2004,Num of Systems: 1,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 3,HDI: 1,Q1: 1,Q2: 2,Q3: 2,Q4: 2,Top10: 1
308,Country: France,Year: 2004,Num of Systems: 3,RMax: 3,RPeak: 2,Total Cores: 2,GDPpC: 3,HDI: 5,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
309,Country: Saudi Arabia,Year: 2004,Num of Systems: 7,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 7,HDI: 7,Q1: 10,Q2: 9,Q3: 10,Q4: 10,Top10: 10
310,Country: Israel,Year: 2004,Num of Systems: 7,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 6,HDI: 4,Q1: 6,Q2: 7,Q3: 7,Q4: 8,Top10: 6
311,Country: Brazil,Year: 2004,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 6,Q2: 5,Q3: 5,Q4: 5,Top10: 6
312,Country: Canada,Year: 2004,Num of Systems: 4,RMax: 4,RPeak: 3,Total Cores: 3,GDPpC: 4,HDI: 3,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
313,Country: Italy,Year: 2004,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 4,HDI: 5,Q1: 3,Q2: 3,Q3: 3,Q4: 4,Top10: 3
314,Country: South Korea,Year: 2004,Num of Systems: 3,RMax: 3,RPeak: 4,Total Cores: 3,GDPpC: 7,HDI: 6,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 5
315,Country: Belarus,Year: 2004,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 9,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
316,Country: Switzerland,Year: 2004,Num of Systems: 6,RMax: 7,RPeak: 6,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 4
317,Country: New Zealand,Year: 2004,Num of Systems: 8,RMax: 7,RPeak: 6,Total Cores: 5,GDPpC: 5,HDI: 3,Q1: 8,Q2: 8,Q3: 9,Q4: 9,Top10: 8
318,Country: Mexico,Year: 2004,Num of Systems: 5,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 7,HDI: 8,Q1: 8,Q2: 8,Q3: 7,Q4: 7,Top10: 8
319,Country: Australia,Year: 2004,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 4,HDI: 1,Q1: 3,Q2: 3,Q3: 5,Q4: 5,Top10: 4
320,Country: Taiwan,Year: 2004,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 8,,,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 6
321,Country: Netherlands,Year: 2004,Num of Systems: 4,RMax: 6,RPeak: 7,Total Cores: 6,GDPpC: 2,HDI: 3,Q1: 4,Q2: 5,Q3: 5,Q4: 5,Top10: 3
322,Country: Russian Federation,Year: 2004,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 9,HDI: 7,Q1: 7,Q2: 6,Q3: 4,Q4: 2,Top10: 7
323,Country: Sweden,Year: 2004,Num of Systems: 5,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 1,HDI: 2,Q1: 5,Q2: 5,Q3: 6,Q4: 6,Top10: 5
324,Country: South Africa,Year: 2004,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 8,HDI: 10,Q1: 9,Q2: 9,Q3: 8,Q4: 9,Top10: 9
325,Country: India,Year: 2004,Num of Systems: 3,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 10,HDI: 10,Q1: 5,Q2: 4,Q3: 4,Q4: 3,Top10: 5
326,Country: Portugal,Year: 2004,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 6,HDI: 7,Q1: 9,Q2: 9,Q3: 8,Q4: 8,Top10: 9
327,Country: Venezuela,Year: 2004,Num of Systems: 10,RMax: 9,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
328,Country: Finland,Year: 2004,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 3,HDI: 2,Q1: 7,Q2: 7,Q3: 8,Q4: 8,Top10: 7
329,Country: Malaysia,Year: 2004,Num of Systems: 10,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 8,HDI: 8,Q1: 9,Q2: 10,Q3: 9,Q4: 10,Top10: 9
330,Country: Singapore,Year: 2004,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 5,HDI: 6,Q1: 8,Q2: 8,Q3: 9,Q4: 7,Top10: 8
331,Country: Indonesia,Year: 2004,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
332,Country: Hong Kong,Year: 2004,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 5,HDI: 5,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 7
333,Country: United States,Year: 2005,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 3,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
334,Country: Japan,Year: 2005,Num of Systems: 2,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 5,Q1: 2,Q2: 1,Q3: 1,Q4: 2,Top10: 2
335,Country: Spain,Year: 2005,Num of Systems: 8,RMax: 4,RPeak: 3,Total Cores: 5,GDPpC: 6,HDI: 7,Q1: 3,Q2: 4,Q3: 3,Q4: 4,Top10: 4
336,Country: Netherlands,Year: 2005,Num of Systems: 6,RMax: 3,RPeak: 4,Total Cores: 3,GDPpC: 3,HDI: 4,Q1: 4,Q2: 5,Q3: 5,Q4: 5,Top10: 3
337,Country: Switzerland,Year: 2005,Num of Systems: 6,RMax: 3,RPeak: 3,Total Cores: 2,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 4
338,Country: South Korea,Year: 2005,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 7,HDI: 7,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 5
339,Country: China,Year: 2005,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 10,HDI: 9,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 3
340,Country: United Kingdom,Year: 2005,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 4,Q1: 1,Q2: 2,Q3: 2,Q4: 3,Top10: 1
341,Country: Australia,Year: 2005,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 3,GDPpC: 5,HDI: 1,Q1: 4,Q2: 3,Q3: 5,Q4: 5,Top10: 4
342,Country: Germany,Year: 2005,Num of Systems: 1,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 2,Q1: 1,Q2: 2,Q3: 2,Q4: 1,Top10: 1
343,Country: Canada,Year: 2005,Num of Systems: 4,RMax: 5,RPeak: 4,Total Cores: 4,GDPpC: 4,HDI: 4,Q1: 3,Q2: 3,Q3: 3,Q4: 4,Top10: 2
344,Country: France,Year: 2005,Num of Systems: 3,RMax: 4,RPeak: 5,Total Cores: 3,GDPpC: 5,HDI: 6,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
345,Country: Russian Federation,Year: 2005,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 8,HDI: 8,Q1: 7,Q2: 6,Q3: 4,Q4: 2,Top10: 7
346,Country: Sweden,Year: 2005,Num of Systems: 10,RMax: 8,RPeak: 9,Total Cores: 9,GDPpC: 2,HDI: 2,Q1: 5,Q2: 5,Q3: 6,Q4: 7,Top10: 5
347,Country: Saudi Arabia,Year: 2005,Num of Systems: 5,RMax: 6,RPeak: 5,Total Cores: 5,GDPpC: 7,HDI: 7,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
348,Country: New Zealand,Year: 2005,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 6,HDI: 5,Q1: 9,Q2: 8,Q3: 9,Q4: 9,Top10: 8
349,Country: India,Year: 2005,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 5,Q2: 4,Q3: 3,Q4: 3,Top10: 6
350,Country: Israel,Year: 2005,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 7,HDI: 6,Q1: 7,Q2: 7,Q3: 7,Q4: 8,Top10: 6
351,Country: Brazil,Year: 2005,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 9,HDI: 9,Q1: 6,Q2: 5,Q3: 5,Q4: 5,Top10: 7
352,Country: Italy,Year: 2005,Num of Systems: 4,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 6,HDI: 6,Q1: 3,Q2: 3,Q3: 4,Q4: 3,Top10: 3
353,Country: Denmark,Year: 2005,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 8,GDPpC: 2,HDI: 2,Q1: 7,Q2: 7,Q3: 8,Q4: 8,Top10: 7
354,Country: Ireland,Year: 2005,Num of Systems: 8,RMax: 7,RPeak: 8,Total Cores: 7,GDPpC: 1,HDI: 3,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 9
355,Country: Taiwan,Year: 2005,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 7,,,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 5
356,Country: Belgium,Year: 2005,Num of Systems: 7,RMax: 8,RPeak: 7,Total Cores: 8,GDPpC: 4,HDI: 5,Q1: 6,Q2: 7,Q3: 7,Q4: 6,Top10: 6
